dataset,graph,method,missing_ratio,n,mean,median,std
bci_competition_iv_2a_proxy,knn__k3,spherical_spline,0.1,13,5.577354514150339e-07,5.686746837666584e-07,7.403640688215592e-08
bci_competition_iv_2a_proxy,knn__k3,spherical_spline,0.2,13,6.430085240923774e-07,6.424065143077131e-07,7.18682638224164e-08
bci_competition_iv_2a_proxy,knn__k3,spherical_spline,0.3,14,7.060390543797033e-07,6.764879414122395e-07,1.0441213845443987e-07
bci_competition_iv_2a_proxy,knn__k3,spherical_spline,0.4,14,8.134128647403114e-07,8.244775737349116e-07,9.059399326295137e-08
bci_competition_iv_2a_proxy,knn__k3,spline_surface,0.1,13,5.455600771790456e-07,5.599136879339289e-07,6.122695333181945e-08
bci_competition_iv_2a_proxy,knn__k3,spline_surface,0.2,13,6.123419897328252e-07,6.394955355366781e-07,5.0282513804745e-08
bci_competition_iv_2a_proxy,knn__k3,spline_surface,0.3,14,7.353207752460583e-07,7.039562602804343e-07,1.0485763236105212e-07
bci_competition_iv_2a_proxy,knn__k3,spline_surface,0.4,14,8.202421595754325e-07,8.18425420953701e-07,8.043367034757466e-08
bci_competition_iv_2a_proxy,knn__k3,temporal_laplacian,0.1,13,3.707916019769502e-07,3.6247935001871924e-07,6.2940257013941e-08
bci_competition_iv_2a_proxy,knn__k3,temporal_laplacian,0.2,13,4.26372556764383e-07,4.195984653498518e-07,5.5643254523934756e-08
bci_competition_iv_2a_proxy,knn__k3,temporal_laplacian,0.3,14,4.852191042854709e-07,4.843635836851195e-07,2.740952234185269e-08
bci_competition_iv_2a_proxy,knn__k3,temporal_laplacian,0.4,14,5.418493015941176e-07,5.350267958931154e-07,6.13968838859848e-08
bci_competition_iv_2a_proxy,knn__k3,tikhonov,0.1,13,5.595855805830329e-07,5.399180210934969e-07,6.022220678328931e-08
bci_competition_iv_2a_proxy,knn__k3,tikhonov,0.2,13,6.340460430635552e-07,6.457663502634456e-07,7.70552597603597e-08
bci_competition_iv_2a_proxy,knn__k3,tikhonov,0.3,14,7.502619809504571e-07,7.576766723638407e-07,9.604898131607385e-08
bci_competition_iv_2a_proxy,knn__k3,tikhonov,0.4,14,8.298146383068914e-07,8.529261265122699e-07,7.251942930878622e-08
bci_competition_iv_2a_proxy,knn__k3,trss,0.1,13,3.636245128425187e-07,3.569421414947832e-07,4.7727488334926004e-08
bci_competition_iv_2a_proxy,knn__k3,trss,0.2,13,4.2487997901919457e-07,4.169910358179858e-07,6.311723561413003e-08
bci_competition_iv_2a_proxy,knn__k3,trss,0.3,14,4.764813902153285e-07,4.6988461885040805e-07,6.538506112059806e-08
bci_competition_iv_2a_proxy,knn__k3,trss,0.4,14,5.517138763064165e-07,5.480061892716225e-07,5.1041234543579425e-08
bci_competition_iv_2a_proxy,knn__k3,tv,0.1,13,3.749065129359659e-07,3.754013629728966e-07,4.370575334648303e-08
bci_competition_iv_2a_proxy,knn__k3,tv,0.2,13,4.286158350818078e-07,4.348648342002335e-07,5.639780470466821e-08
bci_competition_iv_2a_proxy,knn__k3,tv,0.3,14,4.959189583762949e-07,4.858336952128664e-07,5.4251018285259984e-08
bci_competition_iv_2a_proxy,knn__k3,tv,0.4,14,5.239939002440042e-07,5.053442570428976e-07,6.247282536391935e-08
bci_competition_iv_2a_proxy,knn__k3,wavelet_temporal,0.1,13,3.876936364462657e-07,3.849739817460425e-07,4.861529343958027e-08
bci_competition_iv_2a_proxy,knn__k3,wavelet_temporal,0.2,13,4.345819037563025e-07,4.162732175719205e-07,5.003132903083901e-08
bci_competition_iv_2a_proxy,knn__k3,wavelet_temporal,0.3,14,5.074511812178954e-07,5.147050254251532e-07,4.8238481464398204e-08
bci_competition_iv_2a_proxy,knn__k3,wavelet_temporal,0.4,14,5.857348901501859e-07,5.806176638672891e-07,7.575623636162064e-08
bci_competition_proxy,gaussian,graph_time_tikhonov,0.1,19,7.172587814667065e-06,7.170721982304783e-06,2.1580839536081653e-07
bci_competition_proxy,gaussian,graph_time_tikhonov,0.2,30,7.630914175526279e-06,7.535477883793406e-06,3.8316330517886903e-07
bci_competition_proxy,gaussian,graph_time_tikhonov,0.3,33,7.997632682059283e-06,7.9261052216981e-06,4.0505455111688227e-07
bci_competition_proxy,gaussian,graph_time_tikhonov,0.4,13,8.10779013040266e-06,8.128555635160192e-06,1.8262959631817782e-07
bci_competition_proxy,gaussian,mean,0.1,19,7.9850386349386e-06,7.967871844999026e-06,1.252790413318905e-07
bci_competition_proxy,gaussian,mean,0.2,30,8.401452772728692e-06,8.38920508190207e-06,2.1267189725475359e-07
bci_competition_proxy,gaussian,mean,0.3,33,8.799866670975291e-06,8.7409529537191e-06,2.1574801789810177e-07
bci_competition_proxy,gaussian,mean,0.4,13,9.220526600236873e-06,9.209721626417614e-06,1.1021062934878061e-07
bci_competition_proxy,gaussian,mean,1ch,1,6.596077386568797e-06,6.596077386568797e-06,
bci_competition_proxy,gaussian,mean,2ch,1,6.592185249003936e-06,6.592185249003936e-06,
bci_competition_proxy,gaussian,nearest,0.1,15,9.962078335211672e-06,9.950209334506922e-06,9.466477647255274e-08
bci_competition_proxy,gaussian,nearest,0.2,26,1.049978679882529e-05,1.0516153461205148e-05,1.4860567457232702e-07
bci_competition_proxy,gaussian,nearest,0.3,29,1.1022751622994394e-05,1.1015752605627772e-05,2.4297149980824847e-07
bci_competition_proxy,gaussian,nearest,0.4,13,1.1486642030234591e-05,1.1529587851786894e-05,2.063570055493868e-07
bci_competition_proxy,gaussian,temporal_laplacian,0.1,19,7.700375150220182e-06,7.648714028780323e-06,3.139082268963431e-07
bci_competition_proxy,gaussian,temporal_laplacian,0.2,30,8.130220845957178e-06,8.131186092405748e-06,3.611880661817981e-07
bci_competition_proxy,gaussian,temporal_laplacian,0.3,33,8.485477489755108e-06,8.42654587355952e-06,4.011674761374708e-07
bci_competition_proxy,gaussian,temporal_laplacian,0.4,13,8.621786237990535e-06,8.58267360863652e-06,1.4106761897520737e-07
bci_competition_proxy,gaussian,temporal_laplacian,1ch,1,7.910888156134908e-06,7.910888156134908e-06,
bci_competition_proxy,gaussian,temporal_laplacian,2ch,1,7.945038828080141e-06,7.945038828080141e-06,
bci_competition_proxy,gaussian,tikhonov,0.1,19,8.753276034337437e-06,8.76499367965264e-06,1.2834731639982222e-07
bci_competition_proxy,gaussian,tikhonov,0.2,30,9.298164440901491e-06,9.280766787448867e-06,1.7331763592030184e-07
bci_competition_proxy,gaussian,tikhonov,0.3,33,9.677001275577406e-06,9.648974942197996e-06,1.6536839718632103e-07
bci_competition_proxy,gaussian,tikhonov,0.4,13,1.011548797313483e-05,1.0140639412167842e-05,1.381577792260269e-07
bci_competition_proxy,gaussian,tikhonov,1ch,1,6.613416302823696e-06,6.613416302823696e-06,
bci_competition_proxy,gaussian,tikhonov,2ch,1,6.579450136749587e-06,6.579450136749587e-06,
bci_competition_proxy,gaussian,trss,0.1,19,6.995450566701874e-06,7.09577641162156e-06,2.829166467554795e-07
bci_competition_proxy,gaussian,trss,0.2,30,7.464800260435471e-06,7.3830531619096044e-06,3.796825044988487e-07
bci_competition_proxy,gaussian,trss,0.3,33,7.778292020418195e-06,7.678094399071898e-06,3.976283300177634e-07
bci_competition_proxy,gaussian,trss,0.4,13,7.835031811653786e-06,7.853832909629297e-06,1.8079456933283622e-07
bci_competition_proxy,gaussian,tv,0.1,19,7.061588775960006e-06,7.0670567889071765e-06,2.4414494486617505e-07
bci_competition_proxy,gaussian,tv,0.2,30,7.544791997691666e-06,7.4252104398692e-06,3.702488905282336e-07
bci_competition_proxy,gaussian,tv,0.3,33,7.831262609158398e-06,7.782262491482925e-06,3.99081973188536e-07
bci_competition_proxy,gaussian,tv,0.4,13,8.099007617805441e-06,8.114124939582755e-06,1.2383079781822263e-07
bci_competition_proxy,gaussian,tv,1ch,1,6.5963629257034144e-06,6.5963629257034144e-06,
bci_competition_proxy,gaussian,tv,2ch,1,6.591957823812002e-06,6.591957823812002e-06,
bci_competition_proxy,kalofolias,graph_time_tikhonov,0.1,9,7.543781638207205e-06,7.539353332298853e-06,3.8118303870251953e-07
bci_competition_proxy,kalofolias,graph_time_tikhonov,0.2,16,7.755805715262032e-06,7.686784492669069e-06,2.614690344268748e-07
bci_competition_proxy,kalofolias,graph_time_tikhonov,0.3,16,8.143891631407968e-06,8.0781245052006e-06,3.439600461903773e-07
bci_competition_proxy,kalofolias,graph_time_tikhonov,0.4,3,8.181525426315558e-06,8.142178441722145e-06,1.3328936876321727e-07
bci_competition_proxy,kalofolias,mean,0.1,9,8.202095916979668e-06,8.198754738666816e-06,1.3238485408047555e-07
bci_competition_proxy,kalofolias,mean,0.2,16,8.639874124033625e-06,8.644786837542095e-06,1.163747506425761e-07
bci_competition_proxy,kalofolias,mean,0.3,16,9.046206016256912e-06,9.043138917560084e-06,1.3693531648733258e-07
bci_competition_proxy,kalofolias,mean,0.4,3,9.459628784742885e-06,9.40386291685842e-06,1.711078842827821e-07
bci_competition_proxy,kalofolias,nearest,0.1,9,1.0307996112446422e-05,1.031233171916434e-05,1.7583381815200534e-07
bci_competition_proxy,kalofolias,nearest,0.2,16,1.0762102309737552e-05,1.0736939931619188e-05,1.2187994192694137e-07
bci_competition_proxy,kalofolias,nearest,0.3,16,1.1308660705794408e-05,1.1328830544640013e-05,2.2841818507533806e-07
bci_competition_proxy,kalofolias,nearest,0.4,3,1.1690938877763124e-05,1.166475661422002e-05,2.528662950647217e-07
bci_competition_proxy,kalofolias,temporal_laplacian,0.1,9,7.888022176235979e-06,7.836176442344395e-06,4.0995357158589076e-07
bci_competition_proxy,kalofolias,temporal_laplacian,0.2,16,8.363059327663651e-06,8.398411492032299e-06,3.009324468140708e-07
bci_competition_proxy,kalofolias,temporal_laplacian,0.3,16,8.682169597950276e-06,8.641646988729778e-06,3.410552411827571e-07
bci_competition_proxy,kalofolias,temporal_laplacian,0.4,3,8.775579941847574e-06,8.779715089682345e-06,1.646398355162529e-07
bci_competition_proxy,kalofolias,tikhonov,0.1,9,9.029505238807488e-06,9.02038878487375e-06,1.5149510108153824e-07
bci_competition_proxy,kalofolias,tikhonov,0.2,16,9.532214255204357e-06,9.568035820734752e-06,1.2243693553940816e-07
bci_competition_proxy,kalofolias,tikhonov,0.3,16,1.000601692785427e-05,1.0022213156299879e-05,1.4819182489182347e-07
bci_competition_proxy,kalofolias,tikhonov,0.4,3,1.0390473370776346e-05,1.0356941572313154e-05,2.299565309372045e-07
bci_competition_proxy,kalofolias,trss,0.1,9,7.148158431126843e-06,7.049356661942655e-06,3.2696574510925115e-07
bci_competition_proxy,kalofolias,trss,0.2,16,7.524522263484971e-06,7.444993142092889e-06,3.009393445281805e-07
bci_competition_proxy,kalofolias,trss,0.3,16,7.92848416069279e-06,7.87349039187148e-06,3.110873587249068e-07
bci_competition_proxy,kalofolias,trss,0.4,3,7.899759269194597e-06,7.819032092627068e-06,2.0730917372628534e-07
bci_competition_proxy,kalofolias,tv,0.1,9,7.5259372606496305e-06,7.340616111885347e-06,4.42568958117965e-07
bci_competition_proxy,kalofolias,tv,0.2,16,7.669336700582534e-06,7.677910039790725e-06,2.9773707559759275e-07
bci_competition_proxy,kalofolias,tv,0.3,16,8.04711006019299e-06,7.96121277835733e-06,2.5385813283419333e-07
bci_competition_proxy,kalofolias,tv,0.4,3,8.02390965702694e-06,8.025112715391301e-06,2.331598072430468e-07
bci_competition_proxy,knn__k3,directed_tv,1ch,1,7.289273339880644e-06,7.289273339880644e-06,
bci_competition_proxy,knn__k3,directed_tv,2ch,1,7.373183779157523e-06,7.373183779157523e-06,
bci_competition_proxy,knn__k3,graph_time_tikhonov,0.1,26,6.888432966073559e-06,6.918726278479452e-06,2.567719832652581e-07
bci_competition_proxy,knn__k3,graph_time_tikhonov,0.2,37,7.311968488006381e-06,7.306311937130518e-06,3.52553628962854e-07
bci_competition_proxy,knn__k3,graph_time_tikhonov,0.3,40,7.5898143294698995e-06,7.466120658739461e-06,3.334445422361649e-07
bci_competition_proxy,knn__k3,graph_time_tikhonov,0.4,16,7.68799202591151e-06,7.675510237997297e-06,2.1071291597238816e-07
bci_competition_proxy,knn__k3,graph_time_tikhonov,1ch,4,7.366816498280699e-06,7.341530561808893e-06,1.4860892900576518e-07
bci_competition_proxy,knn__k3,graph_time_tikhonov,2ch,4,7.5928078114738235e-06,7.909125568511047e-06,7.127964406637908e-07
bci_competition_proxy,knn__k3,graph_time_tikhonov,3ch,3,8.44211861580793e-06,8.44162084659081e-06,1.8677103215219563e-07
bci_competition_proxy,knn__k3,mean,0.1,26,7.603726890059234e-06,7.559205800963518e-06,1.551054105820712e-07
bci_competition_proxy,knn__k3,mean,0.2,37,7.94260993536566e-06,7.923794644705664e-06,1.366359343233439e-07
bci_competition_proxy,knn__k3,mean,0.3,40,8.399401735873092e-06,8.425418783508163e-06,2.105512354106691e-07
bci_competition_proxy,knn__k3,mean,0.4,16,8.839180527369257e-06,8.824831000806811e-06,1.9613756298573436e-07
bci_competition_proxy,knn__k3,mean,1ch,6,7.219105457836955e-06,7.18277973634715e-06,6.854900773335275e-07
bci_competition_proxy,knn__k3,mean,2ch,6,7.419469673613824e-06,7.379563658875111e-06,9.073002838008305e-07
bci_competition_proxy,knn__k3,mean,3ch,4,8.43847859673054e-06,8.84104482871902e-06,1.0295303388272005e-06
bci_competition_proxy,knn__k3,nearest,0.1,22,9.537133930366579e-06,9.529270239217248e-06,1.5691307499683589e-07
bci_competition_proxy,knn__k3,nearest,0.2,33,9.968471499658973e-06,9.964682504709258e-06,1.8427581896733357e-07
bci_competition_proxy,knn__k3,nearest,0.3,36,1.0473139597822144e-05,1.0503830726757589e-05,1.7710267928396824e-07
bci_competition_proxy,knn__k3,nearest,0.4,16,1.0876724182561002e-05,1.0875782445448372e-05,2.0635264634256853e-07
bci_competition_proxy,knn__k3,nearest,1ch,4,9.40303179022179e-06,9.561822075887156e-06,4.6034696647322955e-07
bci_competition_proxy,knn__k3,nearest,2ch,4,1.022095507451463e-05,1.0499057575990619e-05,6.716026821731643e-07
bci_competition_proxy,knn__k3,nearest,3ch,3,1.1192974107485848e-05,1.1119013908581084e-05,1.8268488062611705e-07
bci_competition_proxy,knn__k3,temporal_laplacian,0.1,26,7.344166373276013e-06,7.334697927469999e-06,2.725867939721801e-07
bci_competition_proxy,knn__k3,temporal_laplacian,0.2,37,7.742579423808863e-06,7.697649981998255e-06,3.4638581703607036e-07
bci_competition_proxy,knn__k3,temporal_laplacian,0.3,40,8.099524516826079e-06,8.006270927111909e-06,3.6075071085554857e-07
bci_competition_proxy,knn__k3,temporal_laplacian,0.4,16,8.17276784863919e-06,8.101182034327346e-06,2.511502619004517e-07
bci_competition_proxy,knn__k3,temporal_laplacian,1ch,6,8.026606690151844e-06,8.12761856061584e-06,2.543261561024446e-07
bci_competition_proxy,knn__k3,temporal_laplacian,2ch,6,8.316757788950162e-06,8.382750985701514e-06,2.1701411512543833e-07
bci_competition_proxy,knn__k3,temporal_laplacian,3ch,4,8.687301478942947e-06,8.803355494742235e-06,4.305153897827233e-07
bci_competition_proxy,knn__k3,tikhonov,0.1,26,8.316314559503363e-06,8.320636009586747e-06,1.5121190307461692e-07
bci_competition_proxy,knn__k3,tikhonov,0.2,37,8.805510027438514e-06,8.807547621357482e-06,1.685144724584766e-07
bci_competition_proxy,knn__k3,tikhonov,0.3,40,9.219698207122624e-06,9.246987594502941e-06,1.6847824692086045e-07
bci_competition_proxy,knn__k3,tikhonov,0.4,16,9.759053160069938e-06,9.761018014029362e-06,1.595639817826232e-07
bci_competition_proxy,knn__k3,tikhonov,1ch,6,8.020114768994909e-06,7.99229303120891e-06,5.107876180181536e-07
bci_competition_proxy,knn__k3,tikhonov,2ch,6,7.856476663050538e-06,7.793833320777672e-06,1.456400568382375e-06
bci_competition_proxy,knn__k3,tikhonov,3ch,4,9.159792452649221e-06,9.826348263456628e-06,1.6274420365841055e-06
bci_competition_proxy,knn__k3,trss,0.1,26,6.706634002355933e-06,6.771858715847265e-06,2.2762662482433243e-07
bci_competition_proxy,knn__k3,trss,0.2,37,7.095656169133554e-06,7.079999354785992e-06,3.327487155353776e-07
bci_competition_proxy,knn__k3,trss,0.3,40,7.436753600646277e-06,7.339208711631502e-06,3.591717500120537e-07
bci_competition_proxy,knn__k3,trss,0.4,16,7.485744683420906e-06,7.433795443972804e-06,2.1369281274160544e-07
bci_competition_proxy,knn__k3,trss,1ch,3,7.109438178807574e-06,7.0864723028668e-06,8.227595643460959e-08
bci_competition_proxy,knn__k3,trss,2ch,3,7.667359082497202e-06,7.686561752843438e-06,2.541304229841279e-07
bci_competition_proxy,knn__k3,trss,3ch,3,8.289219249887378e-06,8.281976834711297e-06,1.6889290272334294e-07
bci_competition_proxy,knn__k3,tv,0.1,26,6.798217288706074e-06,6.7936357051563655e-06,2.4240765983955464e-07
bci_competition_proxy,knn__k3,tv,0.2,37,7.180911397281793e-06,7.103167617643017e-06,3.1298265050143976e-07
bci_competition_proxy,knn__k3,tv,0.3,40,7.5157807483489294e-06,7.476273202860726e-06,3.514539770071173e-07
bci_competition_proxy,knn__k3,tv,0.4,16,7.679330471193297e-06,7.680573942071904e-06,2.186554566728144e-07
bci_competition_proxy,knn__k3,tv,1ch,6,6.884228089813879e-06,6.784029768572306e-06,3.128537008028069e-07
bci_competition_proxy,knn__k3,tv,2ch,6,7.156455000254732e-06,7.104092849465998e-06,6.357483835981647e-07
bci_competition_proxy,knn__k3,tv,3ch,4,7.979543777893542e-06,8.251405567332113e-06,7.407404437291663e-07
bci_competition_proxy,knng__k3,mean,1ch,1,6.596077386568797e-06,6.596077386568797e-06,
bci_competition_proxy,knng__k3,mean,2ch,1,6.592185249003936e-06,6.592185249003936e-06,
bci_competition_proxy,knng__k3,temporal_laplacian,1ch,1,8.232714981759175e-06,8.232714981759175e-06,
bci_competition_proxy,knng__k3,temporal_laplacian,2ch,1,8.382871491410538e-06,8.382871491410538e-06,
bci_competition_proxy,knng__k3,tikhonov,1ch,1,7.555172479877263e-06,7.555172479877263e-06,
bci_competition_proxy,knng__k3,tikhonov,2ch,1,6.528692877980008e-06,6.528692877980008e-06,
bci_competition_proxy,knng__k3,tv,1ch,1,6.617132767439729e-06,6.617132767439729e-06,
bci_competition_proxy,knng__k3,tv,2ch,1,6.578952350261271e-06,6.578952350261271e-06,
bci_competition_proxy_s2,knn__k3,directed_tv,1ch,1,4.054253178482452e-06,4.054253178482452e-06,
bci_competition_proxy_s2,knn__k3,directed_tv,2ch,1,4.0721909920044114e-06,4.0721909920044114e-06,
bci_competition_proxy_s2,knn__k3,graph_time_tikhonov,1ch,1,4.116148978087287e-06,4.116148978087287e-06,
bci_competition_proxy_s2,knn__k3,graph_time_tikhonov,2ch,1,4.290105125703035e-06,4.290105125703035e-06,
bci_competition_proxy_s2,knn__k3,mean,1ch,1,4.422278784427561e-06,4.422278784427561e-06,
bci_competition_proxy_s2,knn__k3,mean,2ch,1,4.419116863351604e-06,4.419116863351604e-06,
bci_competition_proxy_s2,knn__k3,nearest,1ch,1,5.594915950258206e-06,5.594915950258206e-06,
bci_competition_proxy_s2,knn__k3,nearest,2ch,1,6.774931615457005e-06,6.774931615457005e-06,
bci_competition_proxy_s2,knn__k3,temporal_laplacian,1ch,1,4.154015556867821e-06,4.154015556867821e-06,
bci_competition_proxy_s2,knn__k3,temporal_laplacian,2ch,1,4.244348134055205e-06,4.244348134055205e-06,
bci_competition_proxy_s2,knn__k3,tikhonov,1ch,1,4.138417872369302e-06,4.138417872369302e-06,
bci_competition_proxy_s2,knn__k3,tikhonov,2ch,1,4.309681898174417e-06,4.309681898174417e-06,
bci_competition_proxy_s2,knn__k3,tv,1ch,1,4.4074008786913664e-06,4.4074008786913664e-06,
bci_competition_proxy_s2,knn__k3,tv,2ch,1,4.412329301444528e-06,4.412329301444528e-06,
bci_iv2a_real_s1,gaussian__sigma0.6,heat_diffusion_temporal,0.2,9,2.6020311477047105e-06,2.5624468649759115e-06,6.346814352931618e-08
bci_iv2a_real_s1,gaussian__sigma0.6,heat_diffusion_temporal,0.3,9,4.697654353907712e-06,4.726985635340421e-06,1.0441073518963609e-07
bci_iv2a_real_s1,gaussian__sigma0.6,trss,0.2,4,1.6878337537233425e-06,1.6785277441974103e-06,4.1213168889636336e-08
bci_iv2a_real_s1,gaussian__sigma0.6,trss,0.3,4,3.3006902989307916e-06,3.318036268311815e-06,8.925304890482401e-08
bci_iv2a_real_s1,gaussian__sigma1.0,directed_tv,0.1,12,1.6979097452848186e-06,1.6917053267134083e-06,5.300248835650206e-08
bci_iv2a_real_s1,gaussian__sigma1.0,directed_tv,0.2,12,3.2208691799601157e-06,3.214988930076326e-06,8.826160783475555e-08
bci_iv2a_real_s1,gaussian__sigma1.0,directed_tv,0.3,12,5.893127847063105e-06,5.881118688989284e-06,6.813026583075497e-08
bci_iv2a_real_s1,gaussian__sigma1.0,directed_tv,0.4,6,7.5839284626011796e-06,7.583615029927904e-06,6.500276907658301e-08
bci_iv2a_real_s1,gaussian__sigma1.0,graph_time_tikhonov,0.1,10,1.3145738426807228e-05,1.3134752031250712e-05,3.836767912087267e-08
bci_iv2a_real_s1,gaussian__sigma1.0,graph_time_tikhonov,0.2,10,1.3357146340557652e-05,1.3367096112324641e-05,4.5839540848445095e-08
bci_iv2a_real_s1,gaussian__sigma1.0,graph_time_tikhonov,0.3,10,1.3657484850492711e-05,1.3661520415181906e-05,4.407130267421759e-08
bci_iv2a_real_s1,gaussian__sigma1.0,heat_diffusion_temporal,0.1,11,1.368446769447552e-06,1.3501685907869603e-06,5.47039538628161e-08
bci_iv2a_real_s1,gaussian__sigma1.0,heat_diffusion_temporal,0.2,20,2.5845970239911273e-06,2.5624468649759115e-06,8.496163413867605e-08
bci_iv2a_real_s1,gaussian__sigma1.0,heat_diffusion_temporal,0.3,15,4.688144848201764e-06,4.726985635340421e-06,1.0114650318880749e-07
bci_iv2a_real_s1,gaussian__sigma1.0,mean,0.1,21,1.2578876985271943e-06,1.2371831951719345e-06,4.477787942175575e-08
bci_iv2a_real_s1,gaussian__sigma1.0,mean,0.2,23,2.3989816195722937e-06,2.3885714213053383e-06,8.888874252463828e-08
bci_iv2a_real_s1,gaussian__sigma1.0,mean,0.3,16,4.4020255874185005e-06,4.454840491799747e-06,1.0603663589503164e-07
bci_iv2a_real_s1,gaussian__sigma1.0,mean,0.4,2,5.674021826850042e-06,5.674021826850042e-06,6.239741642794721e-08
